City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
260,Asosa,ET,10.0667,34.5333,69.33,47,53,6.17,broken clouds,2021-11-23 15:34:25
261,Hauge,NO,58.3436,6.2812,47.7,84,75,21.81,broken clouds,2021-11-23 15:34:25
262,Marsciano,IT,42.9059,12.3359,56.44,77,100,5.01,overcast clouds,2021-11-23 15:34:25
263,Kailua,US,21.4022,-157.7394,75.18,73,75,5.75,broken clouds,2021-11-23 15:33:41
264,Basudebpur,IN,21.1353,86.7386,78.75,74,99,2.28,overcast clouds,2021-11-23 15:34:26
265,Windhoek,NA,-22.5594,17.0832,86.49,6,0,2.3,clear sky,2021-11-23 15:30:42
266,Kuminskiy,RU,58.6667,66.5667,19.22,88,100,10.11,overcast clouds,2021-11-23 15:34:26
267,Mayumba,GA,-3.432,10.6554,77.72,80,100,3.09,overcast clouds,2021-11-23 15:34:27
268,Tatawin,TN,32.9297,10.4518,72.48,35,9,5.46,clear sky,2021-11-23 15:34:27
269,Lesnoye,RU,58.2841,35.5158,24.13,86,99,7.34,overcast clouds,2021-11-23 15:34:27
270,Rocha,UY,-34.4833,-54.3333,68.4,39,0,13.0,clear sky,2021-11-23 15:34:28
271,Vila Velha,BR,-20.3297,-40.2925,82.35,73,20,5.01,few clouds,2021-11-23 15:30:41
272,Silver City,US,32.7701,-108.2803,53.85,49,1,0.0,clear sky,2021-11-23 15:34:28
273,Conceicao Do Araguaia,BR,-8.2578,-49.2647,88.99,60,51,1.79,light rain,2021-11-23 15:34:28
274,Coromandel,BR,-18.4733,-47.2003,87.31,39,59,2.82,broken clouds,2021-11-23 15:34:29
275,Berdigestyakh,RU,62.0989,126.6992,-8.25,93,100,1.99,overcast clouds,2021-11-23 15:34:29
276,Urengoy,RU,65.9667,78.3667,14.2,94,100,12.12,overcast clouds,2021-11-23 15:34:29
277,Castro,BR,-24.7911,-50.0119,83.8,34,9,6.15,clear sky,2021-11-23 15:31:59
278,Grindavik,IS,63.8424,-22.4338,36.07,80,75,6.91,broken clouds,2021-11-23 15:34:30
279,Revda,RU,56.801,59.9303,22.01,87,100,13.65,overcast clouds,2021-11-23 15:34:30
280,Loikaw,MM,19.6742,97.2094,63.1,89,9,3.83,clear sky,2021-11-23 15:34:30
281,Kaitangata,NZ,-46.2817,169.8464,44.49,96,45,5.84,scattered clouds,2021-11-23 15:33:55
282,Moyale,KE,3.5167,39.0584,75.11,45,31,10.94,scattered clouds,2021-11-23 15:34:31
283,Deer Lake,CA,49.1667,-57.4316,42.66,70,90,9.22,overcast clouds,2021-11-23 15:30:03
284,Bambanglipuro,ID,-7.95,110.2833,62.6,90,99,6.64,very heavy rain,2021-11-23 15:34:31
285,Necochea,AR,-38.5473,-58.7368,72.03,29,10,1.79,clear sky,2021-11-23 15:34:32
286,Ankang,CN,32.68,109.0172,45.45,61,73,1.74,broken clouds,2021-11-23 15:34:32
287,Kieta,PG,-6.2167,155.6333,79.29,84,95,3.49,moderate rain,2021-11-23 15:34:32
288,Hasaki,JP,35.7333,140.8333,45.0,57,2,9.1,clear sky,2021-11-23 15:34:33
289,Bambous Virieux,MU,-20.3428,57.7575,79.05,69,40,6.91,scattered clouds,2021-11-23 15:34:33
290,Demirci,TR,39.0461,28.6589,48.0,91,100,3.53,moderate rain,2021-11-23 15:34:33
291,Arman,RU,59.7,150.1667,6.46,81,5,13.89,clear sky,2021-11-23 15:34:34
292,Erenhot,CN,43.6475,111.9767,22.87,57,63,11.56,broken clouds,2021-11-23 15:34:34
293,Gizo,SB,-8.103,156.8419,82.78,76,63,8.37,light rain,2021-11-23 15:34:34
294,Yining,CN,29.0361,114.5636,41.27,62,2,1.7,clear sky,2021-11-23 15:34:35
295,Aklavik,CA,68.2191,-135.0107,-7.6,77,75,9.22,broken clouds,2021-11-23 15:34:35
296,Simao,CN,22.7886,100.9748,57.9,99,95,1.95,overcast clouds,2021-11-23 15:34:35
297,Pacifica,US,37.6138,-122.4869,56.35,89,20,1.01,few clouds,2021-11-23 15:30:59
298,Abu Zabad,SD,12.35,29.25,79.63,16,24,10.67,few clouds,2021-11-23 15:34:36
299,Nome,US,64.5011,-165.4064,6.87,51,1,13.8,clear sky,2021-11-23 15:34:36
300,Norman Wells,CA,65.282,-126.8329,-21.96,76,75,2.3,light snow,2021-11-23 15:34:36
301,Ciudad Bolivar,VE,8.1222,-63.5497,91.62,46,62,8.46,broken clouds,2021-11-23 15:34:37
302,Coari,BR,-4.085,-63.1414,84.92,75,99,2.39,overcast clouds,2021-11-23 15:34:37
303,Fairbanks,US,64.8378,-147.7164,1.36,58,90,9.22,light snow,2021-11-23 15:29:38
304,Talnakh,RU,69.4865,88.3972,7.92,92,99,11.01,overcast clouds,2021-11-23 15:34:38
305,Kanniyakumari,IN,8.0833,77.5667,78.96,85,79,6.31,light rain,2021-11-23 15:30:11
306,Iki-Burul,RU,45.8208,44.6472,48.54,69,98,7.29,overcast clouds,2021-11-23 15:34:38
307,Pochutla,MX,15.7432,-96.4661,86.83,50,0,3.67,clear sky,2021-11-23 15:34:38
308,Kralendijk,BQ,12.15,-68.2667,87.78,66,75,12.66,broken clouds,2021-11-23 15:31:04
309,Luanda,AO,-8.8368,13.2343,80.19,77,62,14.14,light rain,2021-11-23 15:32:34
310,Hamilton,US,39.1834,-84.5333,36.39,62,1,1.01,clear sky,2021-11-23 15:33:09
311,Kalabo,ZM,-14.97,22.6814,82.94,44,99,2.89,overcast clouds,2021-11-23 15:34:39
312,Bac Lieu,VN,9.285,105.7244,78.37,86,85,13.38,overcast clouds,2021-11-23 15:34:39
313,Rongcheng,CN,30.634,117.8517,40.93,56,3,3.36,clear sky,2021-11-23 15:34:40
314,Port Hawkesbury,CA,45.6169,-61.3485,55.69,99,90,15.01,moderate rain,2021-11-23 15:34:40
315,Bandar-E Lengeh,IR,26.5579,54.8807,80.71,74,5,11.5,clear sky,2021-11-23 15:34:41
316,Santa Rita,BR,-7.1139,-34.9781,86.67,62,75,12.66,light rain,2021-11-23 15:34:41
317,Doba,TD,8.65,16.85,88.99,22,12,3.8,few clouds,2021-11-23 15:34:41
318,Havoysund,NO,70.9963,24.6622,18.48,86,98,6.31,overcast clouds,2021-11-23 15:34:42
319,Port Hedland,AU,-20.3167,118.5667,80.65,74,100,8.05,overcast clouds,2021-11-23 15:34:42
320,Praia Da Vitoria,PT,38.7333,-27.0667,67.75,100,75,14.99,broken clouds,2021-11-23 15:32:11
321,Katsuura,JP,35.1333,140.3,55.18,62,2,27.98,clear sky,2021-11-23 15:34:42
322,Sinsheim,DE,49.2529,8.8787,42.69,76,3,5.95,clear sky,2021-11-23 15:34:43
323,Narsaq,GL,60.9167,-46.05,19.62,62,87,7.14,overcast clouds,2021-11-23 15:34:43
324,Padang,ID,-0.9492,100.3543,77.05,80,100,4.36,overcast clouds,2021-11-23 15:34:43
325,Kavaratti,IN,10.5669,72.642,82.0,76,29,12.71,scattered clouds,2021-11-23 15:34:44
326,Sambava,MG,-14.2667,50.1667,77.74,71,65,5.08,broken clouds,2021-11-23 15:34:44
327,Skjervoy,NO,70.0311,20.9714,28.58,94,100,14.45,light snow,2021-11-23 15:34:45
328,Matane,CA,48.8286,-67.522,22.75,71,100,13.62,overcast clouds,2021-11-23 15:32:25
329,Ipixuna,BR,-1.7625,-48.8043,89.55,45,94,4.63,overcast clouds,2021-11-23 15:34:45
330,San-Pedro,CI,4.7485,-6.6363,83.53,72,21,8.88,few clouds,2021-11-23 15:34:46
331,Kununurra,AU,-15.7667,128.7333,84.18,74,75,4.61,broken clouds,2021-11-23 15:34:46
332,Ponta Delgada,PT,37.7333,-25.6667,71.51,88,40,10.36,scattered clouds,2021-11-23 15:34:46
333,Brae,GB,60.3964,-1.353,48.11,82,100,23.47,overcast clouds,2021-11-23 15:34:47
334,Grand Gaube,MU,-20.0064,57.6608,79.2,84,48,1.01,light rain,2021-11-23 15:34:47
335,Fort Nelson,CA,58.8053,-122.7002,-0.81,78,90,4.61,light snow,2021-11-23 15:30:01
336,Fergus Falls,US,46.283,-96.0776,39.18,66,1,7.0,clear sky,2021-11-23 15:34:47
337,Labelle,US,26.7617,-81.4384,66.27,48,0,14.12,clear sky,2021-11-23 15:31:45
338,Roma,US,43.2128,-75.4557,32.72,70,1,6.91,clear sky,2021-11-23 15:34:03
339,Kawalu,ID,-7.3817,108.2082,73.47,95,100,0.85,overcast clouds,2021-11-23 15:34:48
340,Batagay,RU,67.6333,134.6333,-30.32,99,89,1.05,overcast clouds,2021-11-23 15:34:48
341,Mandalgovi,MN,45.7625,106.2708,23.14,37,8,12.66,clear sky,2021-11-23 15:34:49
342,Bougouni,ML,11.417,-7.479,98.01,10,0,9.28,clear sky,2021-11-23 15:34:50
343,Escanaba,US,45.7453,-87.0646,30.63,74,1,0.0,clear sky,2021-11-23 15:34:51
344,Jaru,BR,-10.4389,-62.4664,85.14,67,100,4.9,overcast clouds,2021-11-23 15:34:51
345,Ningxiang,CN,37.34,111.2052,29.37,30,0,4.5,clear sky,2021-11-23 15:34:51
346,Oranjemund,NA,-28.55,16.4333,65.43,74,60,20.85,broken clouds,2021-11-23 15:34:52
347,Chapais,CA,49.7834,-74.8492,17.38,85,100,9.69,overcast clouds,2021-11-23 15:34:52
348,Nabire,ID,-3.3667,135.4833,76.55,93,100,3.65,overcast clouds,2021-11-23 15:34:52
349,Baikunthpur,IN,23.25,82.55,63.68,40,4,4.79,clear sky,2021-11-23 15:34:53
350,Gerede,TR,40.8008,32.1969,44.28,74,100,3.4,light rain,2021-11-23 15:34:53
351,Ribeira Grande,PT,38.5167,-28.7,70.2,88,40,17.27,scattered clouds,2021-11-23 15:34:53
352,Cururupu,BR,-1.8283,-44.8683,91.22,48,64,7.92,broken clouds,2021-11-23 15:34:54
353,Puno,PE,-15.8333,-70.0333,56.88,50,100,12.46,overcast clouds,2021-11-23 15:34:54
354,Ahipara,NZ,-35.1667,173.1667,58.96,85,90,5.46,overcast clouds,2021-11-23 15:34:54
355,Kamen-Na-Obi,RU,53.7884,81.3423,27.52,91,55,12.01,broken clouds,2021-11-23 15:34:55
356,Bilma,NE,18.6853,12.9164,86.86,14,1,6.24,clear sky,2021-11-23 15:34:55
357,Seoul,KR,37.5683,126.9778,33.31,64,20,5.75,few clouds,2021-11-23 15:33:12
358,Cartagena,CO,10.3997,-75.5144,82.02,83,75,2.3,light intensity drizzle,2021-11-23 15:30:03
359,Pozo Colorado,PY,-23.4923,-58.7972,89.92,45,100,1.99,moderate rain,2021-11-23 15:34:55
360,Sabang,ID,5.8933,95.3214,82.31,75,100,7.52,overcast clouds,2021-11-23 15:34:56
361,Port Moresby,PG,-9.4431,147.1797,78.22,94,75,0.0,broken clouds,2021-11-23 15:33:02
362,Melton,AU,-37.6833,144.5833,66.27,86,100,0.94,overcast clouds,2021-11-23 15:34:56
363,Capreol,CA,46.706,-80.9225,23.56,88,75,1.99,broken clouds,2021-11-23 15:34:56
364,Taksimo,RU,56.3444,114.8794,-15.52,88,16,1.21,few clouds,2021-11-23 15:34:57
365,San Rafael,AR,-34.6177,-68.3301,83.86,19,0,7.18,clear sky,2021-11-23 15:30:42
366,Sabla,NG,12.7525,4.7077,97.75,12,6,8.93,clear sky,2021-11-23 15:34:57
367,Marawi,PH,7.9986,124.2928,68.65,94,100,0.78,overcast clouds,2021-11-23 15:34:58
368,Maragogi,BR,-9.0122,-35.2225,86.29,56,86,12.37,overcast clouds,2021-11-23 15:31:15
369,Caravelas,BR,-17.7125,-39.2481,78.71,69,84,7.78,broken clouds,2021-11-23 15:34:58
370,Omboue,GA,-1.5746,9.2618,78.58,79,100,7.52,overcast clouds,2021-11-23 15:34:58
371,Blonie,PL,52.1985,20.6171,42.12,98,97,8.05,overcast clouds,2021-11-23 15:34:59
372,Ekhabi,RU,53.5102,142.9671,33.71,97,100,33.53,light rain,2021-11-23 15:34:59
373,West Fargo,US,46.875,-96.9004,33.85,70,1,4.0,clear sky,2021-11-23 15:35:00
374,Bhola,BD,22.6833,90.65,75.4,67,1,5.23,clear sky,2021-11-23 15:35:00
375,Baglung,NP,28.2719,83.5898,56.75,92,82,0.74,broken clouds,2021-11-23 15:33:05
376,San Felipe,VE,10.3399,-68.7425,82.63,73,89,3.11,overcast clouds,2021-11-23 15:35:01
377,Champerico,GT,14.3,-91.9167,87.76,70,52,1.86,broken clouds,2021-11-23 15:35:01
378,Saint-Augustin,CA,51.226,-58.6502,42.46,88,100,24.07,overcast clouds,2021-11-23 15:35:01
379,Klaksvik,FO,62.2266,-6.589,49.12,82,99,28.07,overcast clouds,2021-11-23 15:35:02
380,Saint-Joseph,RE,-21.3667,55.6167,77.38,78,57,4.45,broken clouds,2021-11-23 15:30:07
381,Huescar,ES,37.811,-2.5412,50.25,45,1,9.89,clear sky,2021-11-23 15:35:02
382,Cockburn Town,TC,21.4612,-71.1419,81.21,74,64,11.54,broken clouds,2021-11-23 15:35:03
383,Grants,US,35.1473,-107.8514,32.23,34,1,5.75,clear sky,2021-11-23 15:35:03
384,Elizabeth City,US,36.2946,-76.2511,43.05,55,1,1.99,clear sky,2021-11-23 15:34:46
385,Kibala,TD,9.1104,18.3463,94.95,28,0,11.5,clear sky,2021-11-23 15:35:03
386,Chokurdakh,RU,70.6333,147.9167,-24.03,100,80,5.64,broken clouds,2021-11-23 15:35:04
387,Lazaro Cardenas,MX,17.9583,-102.2,81.52,73,18,2.98,few clouds,2021-11-23 15:35:04
388,Mumford,GH,5.2618,-0.759,83.48,72,25,11.79,scattered clouds,2021-11-23 15:35:04
389,Sibolga,ID,1.7427,98.7792,77.02,86,99,3.58,moderate rain,2021-11-23 15:35:05
390,Broome,US,42.2506,-75.833,34.47,71,20,7.0,snow,2021-11-23 15:35:05
391,Valdivia,CL,-39.8142,-73.2459,69.89,36,4,4.52,clear sky,2021-11-23 15:30:17
392,Hirara,JP,24.8,125.2833,69.49,64,98,21.85,overcast clouds,2021-11-23 15:35:06
393,Dunedin,NZ,-45.8742,170.5036,47.26,90,14,6.42,few clouds,2021-11-23 15:35:06
394,Barreirinhas,BR,-2.7469,-42.8264,90.23,51,74,12.35,broken clouds,2021-11-23 15:35:06
395,Mana,GF,5.6592,-53.7767,84.11,69,44,8.41,scattered clouds,2021-11-23 15:35:07
396,Iqaluit,CA,63.7506,-68.5145,31.73,86,90,25.01,light snow,2021-11-23 15:35:07
397,Mogadishu,SO,2.0371,45.3438,80.69,76,49,14.76,scattered clouds,2021-11-23 15:31:57
398,Kirensk,RU,57.7853,108.1119,15.66,97,100,2.28,light snow,2021-11-23 15:35:08
399,Mutis,CO,6.2262,-77.4044,73.53,95,100,3.8,heavy intensity rain,2021-11-23 15:35:08
400,Ginir,ET,7.1333,40.7,62.47,41,78,9.01,broken clouds,2021-11-23 15:35:08
401,Valparaiso,CL,-33.0393,-71.6273,61.72,90,90,11.5,light intensity drizzle,2021-11-23 15:32:19
402,Nuuk,GL,64.1835,-51.7216,23.61,63,75,12.66,light snow,2021-11-23 15:35:09
403,Monduli,TZ,-3.3,36.45,74.91,42,91,5.48,overcast clouds,2021-11-23 15:35:09
404,Frei Paulo,BR,-10.5494,-37.5344,94.64,27,100,7.85,overcast clouds,2021-11-23 15:35:10
405,Tamale,GH,9.4008,-0.8393,100.71,10,10,9.95,clear sky,2021-11-23 15:35:10
406,Saurimo,AO,-9.6608,20.3916,82.72,75,75,0.0,broken clouds,2021-11-23 15:35:10
407,Lubango,AO,-14.9172,13.4925,75.9,37,74,7.43,broken clouds,2021-11-23 15:35:11
408,Ritchie,ZA,-29.038,24.6028,78.01,23,6,13.51,clear sky,2021-11-23 15:35:11
409,Chara,RU,56.9064,118.2631,-20.11,72,11,0.43,few clouds,2021-11-23 15:35:11
410,Boa Vista,BR,2.8197,-60.6733,87.78,58,40,9.22,scattered clouds,2021-11-23 15:35:12
411,Torbay,CA,47.6666,-52.7314,40.57,85,90,20.71,overcast clouds,2021-11-23 15:35:12
412,Kualakapuas,ID,-3.0091,114.3876,78.96,95,100,2.62,heavy intensity rain,2021-11-23 15:35:13
413,Pestovo,RU,58.5938,35.8024,23.47,93,97,7.29,overcast clouds,2021-11-23 15:35:13
414,Vagay,RU,57.9375,69.0217,22.39,92,100,11.12,light snow,2021-11-23 15:35:13
415,Pa Sang,TH,18.5262,98.9394,73.6,94,38,1.59,scattered clouds,2021-11-23 15:35:14
416,Tuatapere,NZ,-46.1333,167.6833,47.16,94,85,2.55,overcast clouds,2021-11-23 15:33:10
417,Ayr,GB,55.4627,-4.6339,49.98,76,75,12.66,broken clouds,2021-11-23 15:35:14
418,Omsukchan,RU,62.5333,155.8,-12.89,86,42,1.92,scattered clouds,2021-11-23 15:35:14
419,Tarrafal,CV,15.2833,-23.7667,86.79,74,47,15.01,scattered clouds,2021-11-23 15:35:15
420,La Rioja,ES,42.25,-2.5,35.38,100,100,3.33,overcast clouds,2021-11-23 15:35:15
421,Vanimo,PG,-2.6741,141.3028,78.85,87,99,4.05,overcast clouds,2021-11-23 15:35:16
422,Entre Rios,BR,-11.9419,-38.0844,95.52,34,99,6.73,overcast clouds,2021-11-23 15:35:16
423,Kaspiysk,RU,42.8816,47.6392,44.78,93,75,8.95,broken clouds,2021-11-23 15:35:16
424,Rio Grande,BR,-32.035,-52.0986,73.51,52,1,14.5,clear sky,2021-11-23 15:35:17
425,Peshkovo,RU,47.0187,39.3885,39.88,96,100,9.31,light rain,2021-11-23 15:35:17
426,Kargil,IN,34.5667,76.1,17.56,55,100,3.29,overcast clouds,2021-11-23 15:35:17
427,Inhambane,MZ,-23.865,35.3833,80.58,89,40,13.8,scattered clouds,2021-11-23 15:35:18
428,Krasnoborsk,RU,61.5598,45.934,14.2,89,100,7.54,overcast clouds,2021-11-23 15:35:18
429,Tatarsk,RU,55.219,75.9828,24.55,92,94,15.64,light snow,2021-11-23 15:35:19
430,Nouadhibou,MR,20.931,-17.0347,70.39,80,90,15.21,overcast clouds,2021-11-23 15:35:19
431,Dali,CN,25.7,100.1833,47.64,92,4,2.1,clear sky,2021-11-23 15:35:19
432,Esperance,AU,-33.8667,121.9,57.04,67,67,8.52,broken clouds,2021-11-23 15:35:20
433,Airai,TL,-8.9266,125.4092,62.06,89,57,0.49,broken clouds,2021-11-23 15:33:06
434,Lebedinyy,RU,58.5167,125.5167,-9.9,98,100,2.13,overcast clouds,2021-11-23 15:35:20
435,Acapulco,MX,16.8634,-99.8901,80.42,83,40,0.0,scattered clouds,2021-11-23 15:35:20
436,Isangel,VU,-19.55,169.2667,75.31,94,40,0.0,scattered clouds,2021-11-23 15:35:21
437,San Pedro De Ycuamandiyu,PY,-24.0917,-57.0764,102.02,21,97,2.95,overcast clouds,2021-11-23 15:35:21
438,Magadan,RU,59.5667,150.8,13.96,73,3,18.01,clear sky,2021-11-23 15:35:21
439,Kahului,US,20.8947,-156.47,75.85,79,1,5.75,clear sky,2021-11-23 15:33:42
440,Mitsamiouli,KM,-11.3847,43.2844,86.29,62,20,13.8,few clouds,2021-11-23 15:35:22
441,Kawardha,IN,22.0167,81.25,71.69,56,0,5.95,clear sky,2021-11-23 15:35:22
442,Fortuna,US,40.5982,-124.1573,45.99,95,90,0.0,overcast clouds,2021-11-23 15:34:23
443,Ostersund,SE,63.1792,14.6357,39.65,87,75,16.11,light intensity drizzle,2021-11-23 15:30:30
444,Chudniv,UA,50.052,28.1175,32.9,98,100,8.28,light snow,2021-11-23 15:35:24
445,Arlit,NE,18.7369,7.3853,92.28,11,16,6.89,few clouds,2021-11-23 15:35:25
446,Mikkeli,FI,61.6886,27.2723,26.71,93,90,3.44,light shower snow,2021-11-23 15:35:25
447,Kropotkin,RU,45.4375,40.5756,51.28,89,100,9.26,light rain,2021-11-23 15:35:25
448,Hokitika,NZ,-42.7167,170.9667,52.59,92,22,2.95,few clouds,2021-11-23 15:35:26
449,Ambon,ID,-3.6954,128.1814,82.58,68,20,1.92,few clouds,2021-11-23 15:35:26
450,Salinopolis,BR,-0.6136,-47.3561,86.68,63,96,11.16,overcast clouds,2021-11-23 15:35:27
451,Puri,IN,19.8,85.85,79.32,79,6,8.84,clear sky,2021-11-23 15:35:27
452,Kisangani,CD,0.5167,25.2,79.66,71,100,0.96,overcast clouds,2021-11-23 15:35:27
453,Lorengau,PG,-2.0226,147.2712,81.99,79,99,10.27,overcast clouds,2021-11-23 15:35:28
454,Cam Ranh,VN,11.9214,109.1591,78.76,78,75,17.27,broken clouds,2021-11-23 15:35:28
455,Arcata,US,40.8665,-124.0828,46.26,94,75,0.0,broken clouds,2021-11-23 15:35:28
456,Ericeira,PT,38.9627,-9.4156,61.3,58,20,12.66,few clouds,2021-11-23 15:35:29
457,Gamba,GA,-2.65,10.0,76.91,80,100,3.85,overcast clouds,2021-11-23 15:35:29
458,Okha,RU,53.5739,142.9478,33.93,97,100,34.72,light rain,2021-11-23 15:34:49
459,Brownwood,US,31.7093,-98.9912,60.8,61,1,0.0,clear sky,2021-11-23 15:35:16
460,Nemuro,JP,43.3236,145.575,39.33,73,97,11.03,overcast clouds,2021-11-23 15:35:30
461,Kaeo,NZ,-35.1,173.7833,61.32,96,96,5.48,light rain,2021-11-23 15:35:31
462,Antofagasta,CL,-23.65,-70.4,70.21,54,62,7.56,broken clouds,2021-11-23 15:35:31
463,Yar-Sale,RU,66.8333,70.8333,13.01,96,100,6.31,overcast clouds,2021-11-23 15:34:22
464,Pontoise,FR,49.0833,2.1667,48.06,67,0,10.36,clear sky,2021-11-23 15:35:31
465,Kaili,ID,-3.4626,120.2147,67.71,96,100,3.49,overcast clouds,2021-11-23 15:35:32
466,Lodi,US,38.1302,-121.2725,57.02,93,24,0.78,few clouds,2021-11-23 15:35:25
467,Labrea,BR,-7.2586,-64.7981,80.91,75,97,2.21,overcast clouds,2021-11-23 15:35:32
468,Jiwani,PK,25.05,61.7417,77.76,73,4,12.39,clear sky,2021-11-23 15:35:33
469,Straumen,NO,63.8709,11.2999,46.62,90,100,20.29,moderate rain,2021-11-23 15:35:33
470,Tigil,RU,57.8,158.6667,12.52,87,5,4.23,clear sky,2021-11-23 15:35:34
471,Sarangani,PH,5.4033,125.4636,83.23,76,94,17.02,overcast clouds,2021-11-23 15:35:34
472,Rio Gallegos,AR,-51.6226,-69.2181,60.85,48,40,19.57,scattered clouds,2021-11-23 15:35:34
473,Kudahuvadhoo,MV,2.6708,72.8944,81.84,74,100,16.22,overcast clouds,2021-11-23 15:35:35
474,Hvide Sande,DK,56.0045,8.1294,46.99,66,52,23.71,broken clouds,2021-11-23 15:35:35
475,Nizwa,OM,22.9333,57.5333,76.53,19,10,3.06,clear sky,2021-11-23 15:35:36
476,Pekan,MY,3.4836,103.3996,77.11,87,91,2.62,overcast clouds,2021-11-23 15:35:36
477,Shakawe,BW,-18.3667,21.85,92.25,12,7,2.89,clear sky,2021-11-23 15:35:37
478,Itoman,JP,26.1247,127.6694,66.22,55,40,12.66,scattered clouds,2021-11-23 15:35:37
479,Semnan,IR,35.5729,53.3971,52.43,63,4,2.95,clear sky,2021-11-23 15:35:37
480,Nyurba,RU,63.2842,118.3319,-26.18,99,8,2.93,clear sky,2021-11-23 15:35:38
481,Juegang,CN,32.3174,121.1855,38.91,36,0,7.56,clear sky,2021-11-23 15:35:38
482,Maun,BW,-19.9833,23.4167,93.16,21,40,5.75,scattered clouds,2021-11-23 15:35:38
483,Nioro,GM,13.35,-15.75,100.29,15,4,3.58,clear sky,2021-11-23 15:35:39
484,Angoche,MZ,-16.2325,39.9086,81.25,77,91,15.01,overcast clouds,2021-11-23 15:35:39
485,Itarema,BR,-2.9248,-39.9167,89.76,55,10,18.01,clear sky,2021-11-23 15:35:40
486,Batagay-Alyta,RU,67.8006,130.4114,-26.75,96,97,2.77,overcast clouds,2021-11-23 15:35:40
487,Werda,BW,-25.2667,23.2833,83.61,18,0,12.08,clear sky,2021-11-23 15:35:40
488,Evensk,RU,61.95,159.2333,11.59,73,100,11.43,overcast clouds,2021-11-23 15:35:41
489,Saint-Claude,FR,46.5,5.8333,41.2,90,13,2.95,few clouds,2021-11-23 15:35:41
490,Mumbwa,ZM,-14.9783,27.0619,76.69,52,100,2.51,overcast clouds,2021-11-23 15:35:41
491,Iroquois Falls,CA,48.7669,-80.6831,15.94,83,92,4.45,overcast clouds,2021-11-23 15:35:42
492,Alice Springs,AU,-23.7,133.8833,67.55,94,40,1.14,scattered clouds,2021-11-23 15:35:07
493,Verkhnevilyuysk,RU,63.4453,120.3167,-28.8,100,7,2.95,clear sky,2021-11-23 15:35:42
494,Beloha,MG,-25.1667,45.05,78.89,53,89,8.39,overcast clouds,2021-11-23 15:35:43
495,Kulhudhuffushi,MV,6.6221,73.07,81.59,73,100,13.73,overcast clouds,2021-11-23 15:35:43
496,Vao,NC,-22.6667,167.4833,73.65,78,96,10.54,overcast clouds,2021-11-23 15:35:43
497,Maniitsoq,GL,65.4167,-52.9,24.15,55,100,18.77,overcast clouds,2021-11-23 15:34:32
498,Namatanai,PG,-3.6667,152.4333,79.43,83,51,8.21,light rain,2021-11-23 15:35:44
499,Olafsvik,IS,64.8945,-23.7142,35.73,83,100,18.41,overcast clouds,2021-11-23 15:35:44
500,Artyom,AZ,40.4723,50.333,50.14,72,0,16.62,clear sky,2021-11-23 15:35:45
501,Ukiah,US,39.1502,-123.2078,52.38,83,75,0.0,broken clouds,2021-11-23 15:35:45
502,Kati,ML,12.7441,-8.0726,98.01,10,2,11.92,clear sky,2021-11-23 15:35:45
503,Chokwe,MZ,-24.5333,32.9833,72.28,91,64,16.24,moderate rain,2021-11-23 15:35:46
504,Alofi,NU,-19.0595,-169.9187,67.89,94,88,1.14,overcast clouds,2021-11-23 15:35:47
505,Shatrovo,RU,56.5167,64.6333,19.63,86,65,15.48,broken clouds,2021-11-23 15:35:47
506,Urumqi,CN,43.801,87.6005,18.55,86,67,2.24,broken clouds,2021-11-23 15:32:11
507,Staryy Nadym,RU,65.6118,72.6842,12.04,96,100,6.08,overcast clouds,2021-11-23 15:35:48
508,Karratha,AU,-20.7377,116.8463,81.66,52,100,11.99,overcast clouds,2021-11-23 15:35:48
509,Ust-Kuyga,RU,70.0167,135.6,-28.7,100,100,5.21,overcast clouds,2021-11-23 15:35:48
510,Dakar,SN,14.6937,-17.4441,94.08,52,0,4.61,clear sky,2021-11-23 15:34:37
511,Port Macquarie,AU,-31.4333,152.9167,67.96,91,100,8.59,overcast clouds,2021-11-23 15:35:49
512,Pires Do Rio,BR,-17.2997,-48.2794,89.35,45,99,2.08,overcast clouds,2021-11-23 15:35:49
513,Totness,SR,5.8833,-56.3167,84.24,71,35,7.61,scattered clouds,2021-11-23 15:35:50
514,Lamu,KE,-2.2717,40.902,84.42,81,97,12.75,overcast clouds,2021-11-23 15:35:50
515,Estevan,CA,49.1334,-102.9842,30.54,80,1,5.75,clear sky,2021-11-23 15:35:51
516,Lovington,US,32.944,-103.3485,56.03,33,78,4.0,broken clouds,2021-11-23 15:35:51
517,Creel,MX,27.75,-107.6333,53.94,55,99,5.66,overcast clouds,2021-11-23 15:35:51
518,Lincoln,US,40.8,-96.667,51.35,58,1,5.01,clear sky,2021-11-23 15:33:04
519,Kenai,US,60.5544,-151.2583,10.15,91,90,4.61,light snow,2021-11-23 15:35:17
520,El Dorado,US,38.7666,-120.5177,53.8,47,19,3.0,few clouds,2021-11-23 15:35:52
521,San Quintin,MX,30.4833,-115.95,66.09,71,93,8.19,overcast clouds,2021-11-23 15:35:53
522,Awjilah,LY,29.1081,21.2869,72.9,27,67,8.23,broken clouds,2021-11-23 15:35:53
523,Komsomolskiy,UZ,40.4272,71.7189,44.02,48,75,4.61,haze,2021-11-23 15:35:53
